Date,Site,Fraction,species,Count,total Sample Count,abundance,m^3 filtered  ,Notes,Notes:General for entire sample,salinity,temperature,lon,wrong,lat,day
17/02/2025,1,4,Oikopleura sp. ,134,536,68.19,7.86,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Chaetognath,10,40,5.09,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Evadne sp. ,8,32,4.07,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Penilia sp.,37,148,18.83,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Podon sp.,7,28,3.56,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Cnidaria ,1,4,0.51,,Obelia ,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Oithona sp.,27,108,13.74,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Calanoida ,625,2500,318.07,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Cyclopodia ,2,8,1.02,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Harpacticoida sp. ,27,108,13.74,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Doliolid ,9,36,4.58,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Fish eggs,31,124,15.78,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Gastropoda ,9,36,4.58,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Gastropoda ,1,4,0.51,,larvae,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Noctiluca,1577,6308,802.54,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Ostracoda ,1,4,0.51,,,,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Other ,157,628,79.9,,"radiolaria, phytoplankton ",,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,1,4,Unknown,3,12,1.53,,"counted for this sample but not for any others, polychatea ? ",,32.69,18.11,148.06135,42.577353,-42.577353,1
17/02/2025,2,8,Amphipoda ,1,8,0.59,13.56,,"phytoplankton, clumps present",35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Oikopleura sp. ,17,136,10.03,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Larvae,1,8,0.59,,bryozoan ,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Unknown,1,8,0.59,,cladocera ,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Evadne sp. ,1,8,0.59,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Penilia sp.,24,192,14.16,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Podon sp.,3,24,1.77,,some very squished,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Cnidaria ,1,8,0.59,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Calanoida ,176,1408,103.83,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Oithona sp.,4,32,2.36,,just antennae 1,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Nauplii ,2,16,1.18,,crustacean,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Doliolid ,3,24,1.77,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Fish eggs,20,160,11.8,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Gastropoda ,8,64,4.72,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Noctiluca,1218,9744,718.58,,,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Other ,12,96,7.08,,polychaeta ,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Larvae,18,144,10.62,,polychaete ,,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,2,8,Other ,87,696,51.33,,"radiolaria, phytoplankton ",,35.45,18.16,148.06965,42.551363,-42.551363,1
17/02/2025,3,16,Amphipoda ,1,16,1.17,13.7,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Oikopleura sp. ,8,128,9.34,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Chaetognath,1,16,1.17,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Evadne sp. ,102,1632,119.12,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Penilia sp.,24,384,28.03,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Podon sp.,3,48,3.5,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Calanoida ,79,1264,92.26,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Oithona sp.,5,80,5.84,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Oncaea sp. ,5,80,5.84,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Harpacticoida sp. ,23,368,26.86,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Nauplii ,1,16,1.17,,crustacean,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Unknown,1,16,1.17,,"ctenophora , gelatinous , comb jelly? ",,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Larvae,1,16,1.17,,decapoda zoea ,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Doliolid ,6,96,7.01,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Fish eggs,20,320,23.36,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Noctiluca,3933,62928,4593.28,,,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Other ,9,144,10.51,,polychaeta ,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Other ,11,176,12.85,,"radiolaria, phytoplankton ",,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,3,16,Unknown,1,16,1.17,,gelatinous ,,35.44,17.91,148.07513,42.56183,-42.56183,1
17/02/2025,4,8,Unknown ,1,8,1.08,7.41,yellow fluff ,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Larvae,3,24,3.24,,"in sheet as cirripedia (?), starfish ",,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Other ,3,24,3.24,,"radiolaria, phytoplankton ",,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Other ,3,24,3.24,,polychaeta ,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Ostracoda ,1,8,1.08,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Larvae,5,40,5.4,,ophiuroidea,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Noctiluca,1397,11176,1508.23,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Other ,3,24,3.24,,isopoda ,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Gastropoda ,2,16,2.16,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Larvae,13,104,14.04,,fish ,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Fish eggs,19,152,20.51,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Doliolid ,3,24,3.24,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Harpacticoida sp. ,10,80,10.8,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Cyclopodia ,5,40,5.4,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Oithona sp.,2,16,2.16,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Calanoida ,151,1208,163.02,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Cnidaria ,4,32,4.32,,Obelia ,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Cnidaria ,3,24,3.24,,Medusa ,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Evadne sp. ,39,312,42.11,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Chaetognath,10,80,10.8,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,4,8,Oikopleura sp. ,187,1496,201.89,,,,35.44,18.07,149.07632,42.56943,-42.56943,1
17/02/2025,5,4,Amphipoda ,6,24,2.97,8.09,,"Lots of sticky aggregate, radiolarians, dinoflagellates, forams",35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Oikopleura sp. ,174,696,86.03,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Larvae,2,8,0.99,,asteroidea ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Calanoida ,3,12,1.48,,Calanus australis,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Evadne sp. ,34,136,16.81,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Penilia sp.,115,460,56.86,,some with eggs,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Podon sp.,5,20,2.47,,"some with eggs, photo",,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Cnidaria ,1,4,0.49,,Medusa ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Unknown ,1,4,0.49,,copepod ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Unknown ,1,4,0.49,,copepod acartiidae,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Calanoida ,47,188,23.24,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Oncaea sp. ,23,92,11.37,,Cosmocaluas?,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Oithona sp.,30,120,14.83,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Nauplii ,1,4,0.49,,crustacean,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Doliolid ,6,24,2.97,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Larvae,2,8,0.99,,echinoderm ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Fish eggs,8,32,3.96,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Gastropoda ,1,4,0.49,,larvae,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Other ,3,12,1.48,,mollusc,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Noctiluca,1868,7472,923.61,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Larvae,13,52,6.43,,ophiuroidea,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Ostracoda ,1,4,0.49,,,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Gastropoda ,2,8,0.99,,clio ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Larvae,1,4,0.49,,sea urchin ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,5,4,Unknown,4,16,1.98,,gelatinous ,,35.38,17.88,148.12071,42.5828,-42.5828,1
17/02/2025,6,4,Evadne sp. ,36,144,31.03,4.64,,Dinoflagellates and diatoms present,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Oithona sp.,9,36,7.76,,,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Noctiluca,1130,4520,974.14,,,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Doliolid ,3,12,2.59,,,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Calanoida ,63,252,54.31,,,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Larvae,2,8,1.72,,ophiuroidea,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Oikopleura sp. ,33,132,28.45,,,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,6,4,Penilia sp.,132,528,113.79,,,,35.43,18.09,148.12818,42.58969,-42.58969,1
17/02/2025,7,4,Evadne sp. ,309,1236,127.03,9.73,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Calanoida ,132,528,54.27,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Oithona sp.,12,48,4.93,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Oithona sp.,3,12,1.23,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Noctiluca,2545,10180,1046.25,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Fish eggs,37,148,15.21,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Penilia sp.,235,940,96.61,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Doliolid ,8,32,3.29,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Gastropoda ,12,48,4.93,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Chaetognath,7,28,2.88,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Oikopleura sp. ,27,108,11.1,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Larvae,1,4,0.41,,crab,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Ostracoda ,3,12,1.23,,"very small, orange, fully formed ",,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,7,4,Podon sp.,17,68,6.99,,,,35.4,18.09,148.13842,42.60433,-42.60433,1
17/02/2025,8,8,Evadne sp. ,26,208,27.66,7.52,,"Ceratium, radalia, dinoflagelalte fusus present",35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Calanoida ,28,224,29.79,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Oithona sp.,2,16,2.13,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Penilia sp.,31,248,32.98,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Larvae,2,16,2.13,,euphausiid ,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Fish eggs,26,208,27.66,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Larvae,7,56,7.45,,polychaete ,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Other ,3,24,3.19,,polychaeta ,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Gastropoda ,1,8,1.06,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Oikopleura sp. ,2,16,2.13,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Doliolid ,4,32,4.26,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Other ,2,16,2.13,, salp thalia ,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Ostracoda ,1,8,1.06,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Noctiluca,1239,9912,1318.09,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Harpacticoida sp. ,2,16,2.13,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,8,8,Podon sp.,2,16,2.13,,,,35.42,18.15,148.14369,42.62192,-42.62192,1
17/02/2025,9,4,Evadne sp. ,151,604,70.4,8.58,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Penilia sp.,72,288,33.57,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Calanoida ,132,528,61.54,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Oikopleura sp. ,140,560,65.27,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Oncaea sp. ,8,32,3.73,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Oithona sp.,47,188,21.91,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Larvae,2,8,0.93,,crab zoea ,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Doliolid ,3,12,1.4,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Unknown,1,4,0.47,,polychatea ? ,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Fish eggs,1,4,0.47,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Noctiluca,3115,12460,1452.21,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
17/02/2025,9,4,Harpacticoida sp. ,10,40,4.66,,,,35.41,17.97,148.15906,42.64046,-42.64046,1
