Date,Site,Fraction,species,Count,total Sample Count,abundance,m^3 filtered  ,Notes,Notes:General for entire sample,salinity,temperature,lon,wrong,lat,day
17/02/2025,21,4,Other ,1,4,0.68,,polychaeta ,,35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,21,4,Cnidaria ,6,24,4.07,,Obelia ,,35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,21,4,Other ,1,4,0.68,,polychaeta ,,35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,21,4,Fish eggs,11,44,7.46,,,,35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,21,4,Ostracoda ,1,4,0.68,,,,35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,21,4,Cnidaria ,5,20,3.39,,Medusa ,"forams, dinoflagelalts, radiolarians, aggregates",35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,21,4,Gastropoda ,1,4,0.68,,,,35.48,17.75,148.02625,42.6516,-42.6516,1
17/02/2025,22,8,Nauplii ,350,2800,397.16,7.05,cirriped ,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Oikopleura sp. ,211,1688,239.43,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Calanoida ,219,1752,248.51,,various species,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Fish eggs,14,112,15.89,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Larvae,1,8,1.13,,"w/formed fish (11)?? , crab zoea ",,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Unknown,3,24,3.4,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Larvae,2,16,2.27,,"Photo, euphausiid",,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Other ,2,16,2.27,,clam ,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Cnidaria ,11,88,12.48,,Medusa ,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Gastropoda ,4,32,4.54,,"multiple types, shell ",,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Larvae,1,8,1.13,,"multiple types, starfish ",,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Evadne sp. ,59,472,66.95,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Larvae,1,8,1.13,,"some w eggs, urchin ",,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Larvae,3,24,3.4,,ophiuroidea,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Doliolid ,6,48,6.81,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Penilia sp.,323,2584,366.52,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Nauplii ,2,16,2.27,,"some w/ eggs, crustacean ",,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Cyclopodia ,116,928,131.63,,yellow - photo,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Podon sp.,32,256,36.31,,some w/ eggs,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Ostracoda ,11,88,12.48,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Cnidaria ,1,8,1.13,,Obelia ,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,22,8,Noctiluca,148,1184,167.94,,,,35.43,19.89,148.03492,42.61958,-42.61958,1
17/02/2025,23,8,Noctiluca,1267,10136,2572.59,3.94,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Doliolid ,5,40,10.15,,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Oikopleura sp. ,196,1568,397.97,,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Evadne sp. ,247,1976,501.52,,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Other ,1,8,2.03,,salp ,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Penilia sp.,232,1856,471.07,,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Other ,1,8,2.03,,Metis copepod ,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Calanoida ,100,800,203.05,,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Oncaea sp. ,4,32,8.12,,,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Cnidaria ,2,16,4.06,,Medusa ,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Larvae,2,16,4.06,,ophiuroidea,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Larvae,2,16,4.06,,starfish ,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Larvae,1,8,2.03,,euphausiid ,dinoflagellates phytoplankton,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,23,8,Larvae,1,8,2.03,,decapoda zoea ,,35.39,17.72,148.04039,42.60372,-42.60372,1
17/02/2025,24,8,Noctiluca,1424,11392,2778.54,4.1,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Fish eggs,6,48,11.71,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Calanoida ,96,768,187.32,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Evadne sp. ,16,128,31.22,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Larvae,2,16,3.9,,polychaete ,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Oikopleura sp. ,68,544,132.68,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Cnidaria ,8,64,15.61,,Medusa Obelia ,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Chaetognath,10,80,19.51,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Cnidaria ,3,24,5.85,,Medusa ,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Doliolid ,1,8,1.95,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Nauplii ,3,24,5.85,,barnacle ,"forams, radiolaria",35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,24,8,Cyclopodia ,2,16,3.9,,,,35.43,18.38,148.04773,42.59449,-42.59449,1
17/02/2025,25,8,Oikopleura sp. ,507,4056,604.47,6.71,,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,1,8,1.19,,fish ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Doliolid ,7,56,8.35,,,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Gastropoda ,6,48,7.15,,shell,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,2,16,2.38,,"on red, one long spiral, euphausiid ",,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,1,8,1.19,,ophiuroidea,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Cnidaria ,3,24,3.58,,Medusa Obelia ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,1,8,1.19,,crab megalops ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,1,8,1.19,,crab zoea ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Cnidaria ,2,16,2.38,,Medusa ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Penilia sp.,266,2128,317.14,,,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Calanoida ,151,1208,180.03,,some with eggs,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Evadne sp. ,36,288,42.92,,,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Nauplii ,1,8,1.19,,cirriped ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,1,8,1.19,,ophiuroidea,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Larvae,1,8,1.19,,fish ,,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Cyclopodia ,144,1152,171.68,,"leather jacket, unkown spp, preserved in unknown vial",,35.41,17.98,148.05374,42.58205,-42.58205,1
17/02/2025,25,8,Noctiluca,293,2344,349.33,,some with eggs,,35.41,17.98,148.05374,42.58205,-42.58205,
17/02/2025,26,8,Calanoida ,204,1632,180.13,9.06,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Oncaea sp. ,8,64,7.06,,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Nauplii ,2,16,1.77,,crustacean,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Oikopleura sp. ,34,272,30.02,,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Cnidaria ,10,80,8.83,,Medusa,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Penilia sp.,574,4592,506.84,,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Doliolid ,2,16,1.77,,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Evadne sp. ,27,216,23.84,,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Larvae,2,16,1.77,,ophiuroidea,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Larvae,1,8,0.88,, euphausiid Furcila ,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Larvae,1,8,0.88,,decapoda zoea ,"very full of forams, radiolarians and a few dinoflagellates. Small aggregates",35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,26,8,Noctiluca,316,2528,279.03,,,,35.41,18.07,147.97986,42.53806,-42.53806,
17/02/2025,27,8,Oikopleura sp. ,20,160,54.24,2.95,,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Penilia sp.,1383,11064,3750.51,,,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Cnidaria ,13,104,35.25,,"some with eggs, Medusa ",,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Larvae,3,24,8.14,,starfish ,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Larvae,2,16,5.42,,ophiuroidea,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Doliolid ,3,24,8.14,,,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Evadne sp. ,31,248,84.07,,,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Calanoida ,35,280,94.92,,some with eggs,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Fish eggs,6,48,16.27,,,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Cyclopodia ,10,80,27.12,,2 with formed fish,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Gastropoda ,3,24,8.14,,shell,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,27,8,Noctiluca,188,1504,509.83,,,,35.39,18.02,149.99342,42.54078,-42.54078,
17/02/2025,28,16,Noctiluca,846,13536,1990.59,6.8,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Penilia sp.,921,14736,2167.06,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Evadne sp. ,63,1008,148.24,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Oikopleura sp. ,44,704,103.53,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Chaetognath,8,128,18.82,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Fish eggs,4,64,9.41,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Larvae,3,48,7.06,,polychaete ,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Podon sp.,1,16,2.35,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Nauplii ,4,64,9.41,,barnacle ,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Cnidaria ,1,16,2.35,,Medusa ,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Calanoida ,132,2112,310.59,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,28,16,Doliolid ,6,96,14.12,,,,35.39,17.9,148.99582,42.54372,-42.54372,
17/02/2025,29,8,Evadne sp. ,44,352,41.22,8.54,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Doliolid ,3,24,2.81,,some with eggs,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Calanoida ,63,504,59.02,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Larvae,3,24,2.81,,ophiuroidea,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Fish eggs,13,104,12.18,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Cnidaria ,2,16,1.87,,Medusa ,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Podon sp.,1,8,0.94,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Oikopleura sp. ,38,304,35.6,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Cnidaria ,2,16,1.87,,Medusa ,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Podon sp.,1,8,0.94,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Oikopleura sp. ,38,304,35.6,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Gastropoda ,7,56,6.56,,shell ,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Unknown ,6,48,5.62,,"multiple types, copepod egg sac ?? ",,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Larvae,1,8,0.94,,"starfish, photo: creamy white with yellow dots",,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Cyclopodia ,4,32,3.75,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,29,8,Noctiluca,1070,8560,1002.34,,,,35.38,17.84,148.05691,42.5369,-42.5369,
17/02/2025,30,16,Noctiluca,836,13376,2119.81,6.31,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Penilia sp.,804,12864,2038.67,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Calanoida ,74,1184,187.64,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Fish eggs,11,176,27.89,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Evadne sp. ,73,1168,185.1,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Oikopleura sp. ,54,864,136.93,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Doliolid ,2,32,5.07,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Harpacticoida sp. ,2,32,5.07,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Larvae,1,16,2.54,,euphausiid ,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Cnidaria ,2,32,5.07,,Medusa ,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Nauplii ,3,48,7.61,,barnacle ,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Larvae,7,112,17.75,,polychaete ,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Chaetognath,10,160,25.36,,,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,30,16,Larvae,1,16,2.54,,fish ,,35.36,17.82,148.08357,42.55426,-42.55426,
17/02/2025,31,16,Noctiluca,317,5072,852.44,5.95,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Penilia sp.,596,9536,1602.69,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Evadne sp. ,38,608,102.18,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Oikopleura sp. ,60,960,161.34,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Calanoida ,72,1152,193.61,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Oncaea sp. ,5,80,13.45,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Gastropoda ,5,80,13.45,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Larvae,2,32,5.38,,ophiuroidea,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Other ,1,16,2.69,,salp ,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Doliolid ,3,48,8.07,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Cnidaria ,2,32,5.38,,,,35.4,17.74,148.56022,42.56022,-42.56022,
17/02/2025,31,16,Larvae,1,16,2.69,,starfish ,,35.4,17.74,148.56022,42.56022,-42.56022,
